Web;Title;Url;Datetime;Abstract
lidovky.cz;Osobnosti vyhlížejí rok 2023 s nadějí i obavami. Prymula odhadl, jak to bude s covidem;https://www.lidovky.cz/domov/cesko-vyhled-odhad-osobnosti-anketa-prymula-ludvik-svejnar-ekonomie-rusko-ukrajina.A230101_152502_ln_domov_rkj;2023-01-02;Věštění je velice obtížná záležitost, zvláště když se to týká budoucnosti. Přesto se redakce serveru Lidovky.cz ke konci loňského roku rozhodla oslovit více než dvě desítky českých osobností, aby ctěným čtenářům sdělily, co očekávají od roku 2023.
lidovky.cz;Kabinet elit s nulami nepočítá. Vláda by vedle programu měla změnit svůj přístup;https://www.lidovky.cz/nazory/kabinet-elit-s-nulami-nepocita-vlada-by-vedle-programu-mela-zmenit-svuj-pristup.A230101_175140_ln_nazory_rkj;2023-01-02;Prosincový průzkum agentury Median pro Český rozhlas působí dojmem, jako by si ho objednala vláda. Kabinet totiž hodlá v březnu měnit programové prohlášení a otázky šetření demoskopů se týkaly právě toho, co by měla Fialova vláda v programovém prohlášení řešit prioritně.
lidovky.cz;Ranní teploty byly opět rekordní, nad průměrem zůstanou i v dalších dnech;https://www.lidovky.cz/domov/pocasi-teploty-chmu-ochlazeni.A230102_074034_ln_domov_hma;2023-01-02;Na 16 stanicích v Česku zaznamenali rekordně teplé lednové ráno. V Hejnicích naměřili 13,5 stupně. V nejbližších dnech teploty nepatrně klesnou, ale do pátku se i tak budou pohybovat 7 stupňů nad normálem. Výraznější ochlazení dorazí až o víkendu, kdy meteorologové očekávají teploty jen těsně nad dlouhodobým průměrem a přechodně se i ve středních polohách může vyskytnout sněhová pokrývka. Lze počítat s více oblačností a občasnými srážkami.
lidovky.cz;Bubeník kapely Modest Mouse zemřel na rakovinu, bylo mu 45 let;https://www.lidovky.cz/orientace/kultura/modest-mouse-jeremiah-green-zemrel-rakovina-bubenik.A230102_083353_ln_kultura_hma;2023-01-02;Na Silvestra ve věku 45 let zemřel Jeremiah Green, zakládající člen a bubeník americké indie-rockové kapely Modest Mouse. Teprve před několika dny jeho spoluhráči oznámili, že je jejich kamarád nemocný a trpí rakovinou.
lidovky.cz;Globální krize srazí třetinu světové ekonomiky do recese, varuje šéfka MMF;https://www.lidovky.cz/byznys/svet-staty-zeme-recese-inflace-ceny-spotrebitel-valka-covid-ceny-vyhled-ekonomiky.A230102_091001_ln_ekonomika_hma;2023-01-02;Rok 2023 bude obtížnější než loňský rok, protože ekonomiky Spojených států, Evropské unie a Číny zpomalují. Třetina světové ekonomiky pak bude letos v recesi. Šéfka Mezinárodního měnového fondu (MMF) Kristalina Georgievová to řekla zpravodajské televizi CBS.
lidovky.cz;Herec Jeremy Renner je v kritickém stavu. Zranil se při odklízení sněhu;https://www.lidovky.cz/relax/lide/jeremy-renner-kriticky-stav-vrtulnik-snezny-pluh.A230102_094124_lide_hma;2023-01-02;Americký herec Jeremy Renner (51) utrpěl v neděli vážné zranění při odklízení sněhu. Jeho stav je kritický, ale stabilní, sdělil jeho mluvčí serveru Variety. Podrobnosti o tom, jak se Renner zranil, neuvedl. Podle magazínu People měl nehodu se sněžným pluhem.
lidovky.cz;Připravme se, že válka nemusí skončit podle našich představ, řekl generál;https://www.lidovky.cz/domov/ukrajina-rusko-mobilizace-valka-sedivy-konec-kissinger.A230102_103131_ln_domov_hma;2023-01-02;Západ se musí připravit na možnost, že válka na Ukrajině neskončí přesně podle jeho představ, varuje bývalý náčelník generálního štábu Jiří Šedivý. Existují podle něj varianty úplného vítězství Ukrajiny, ale i takové, které nebudou odpovídat ideálnímu scénáři.
lidovky.cz;Do čela státu jej vyneslo uvolnění 60. let, pak se ale poddal normalizaci. Svoboda byl jen muž, který se hodil;https://www.lidovky.cz/serialy/ludvik-svoboda-pretident-ksc-ceskoslovensko-normalizace-galuska-dubcek.A221212_153334_ln_specialy_ape;2023-01-02;Když se koncem 60. let vyhrocovala krize v KSČ, stále více členů vedení strany docházelo k závěru, že v jejím čele už nemůže stát Antonín Novotný. A že je zcela nevhodné, aby zůstal prezidentem republiky. Různé skupiny stranických funkcionářů vedly úvahy o tom, kým jej nahradit. Bývalý šéf prezidentské kanceláře Ladislav Novák v pamětech píše, že jedna taková klika se scházela ve vile tehdy známého kulturního činitele Miroslava Galušky.
lidovky.cz;Kryptosvět zapíše rok 2022 do černé kroniky. Prochází očistou, míní experti;https://www.lidovky.cz/byznys/kryptomeny-pad-kryptomen-frx-investice-vyplachy-na-burze.A230102_115608_ln_ekonomika_hma;2023-01-02;Kolaps digitální měny luna, nečekaný krach kryptoburzy FTX, propad bitcoinu o více než 60 procent. To jsou jen některé zásadní zvraty, které loni kryptosvět zažil. Úplný konec kryptoměn se podle analytiků nekoná, odvětví spíše prochází očistou, která ukáže, kdo si zaslouží přežít. Češi loni utratili za virtuální měny přes 3,5 miliardy korun, to je o čtvrtinu méně než v předchozím roce.
lidovky.cz;Vietnam po pandemii láká turisty na nejdelší prosklený most světa;https://www.lidovky.cz/svet/proskleny-most-nejdelsi-na-svete-vietnam-cestovni-ruch.A230102_120733_ln_zahranici_lros;2023-01-02;Jedním z objektů, na které se Vietnam snaží nalákat zpět turisty po omezeních způsobených pandemií covidu-19, je most Bach Long. Tento prosklený most, který v překladu znamená Bílý drak, je dlouhý 632 metrů a podle Guinnessovy knihy rekordů je nejdelší na světě.
lidovky.cz;„Safe space“ pro uražené Číňany? Britskému školství vládne pokrytectví;https://www.lidovky.cz/nazory/safe-space-britske-skolstvi-pokrytectvi-novodobi-buditele-humor.A230102_115014_ln_nazory_lros;2023-01-02;Když jsem kdysi nastupoval na britskou univerzitu King’s College London, následovala obligátní prohlídka kampusu. Živě si pamatuji, jak nás průvodkyně zastavila před místností nadepsanou Wellbeing Room (Místnost, kde je vám dobře) a pronesla památnou větu: „This is your safe space“ (Tady se budete cítit v bezpečí).
lidovky.cz;Jen tlačí a prorážejí cestu skrz. Rusové u Kreminny bojují jako v první světové;https://www.lidovky.cz/svet/rusko-valka-ukrajina-invaze-kreminna-svatove-donbas-bachmut-frontova-linie-mobilizovani.A230102_123612_ln_zahranici_lros;2023-01-02;Ruská pěchota dál neúnavně tlačí na ukrajinské linie v okolí  města Kreminna na Donbasu. Uvádějí to ukrajinští vojáci, podle nichž taktika nepřítele na zdejším bojišti připomíná první světovou válku. Na místě válčí mnoho Rusů odvedených v rámci částečné mobilizace, kterým se nedostalo výcviku. „Jen tlačí a prorážejí cestu skrz. Spousta z nich zemře,“ líčí Ukrajinci.
lidovky.cz;Můj soused Babiš. Jak vidí prezidentského kandidáta obyvatelé Průhonic a dali by mu hlas?;https://www.lidovky.cz/domov/andrej-babis-predseda-ano-expremier-kandidat-na-prezidenta-pruhonice-sousede.A230102_113014_ln_domov_lros;2023-01-02;Lidé žijící v okolí bydliště Andreje Babiše o něm příliš mluvit nechtějí. Najdou se ale i tací, kteří ho v prezidentském klání volit budou.
lidovky.cz;Pohřešovanou ženu s tříletým synem našli v horách mrtvé;https://www.lidovky.cz/domov/krkonose-pec-patrani-matka-syn-pohresovana-policie.A230102_102607_ln_domov_hma;2023-01-02;Třídenní pátrání po čtyřicetileté ženě a jejím tříletém synovi, kteří odešli z penzionu v Peci pod Sněžkou v Krkonoších, skončilo tragicky. Policie dnes před 13. hodinou odvolala pátrání po pohřešovaných a oznámila, že horští záchranáři našli ženu a chlapce mrtvé v oblasti Růžové hory. Příčinu jejich úmrtí policie prošetřuje.
lidovky.cz;Kyrgyzstán chce přejmenovat sovětské čtvrti, Moskva hrozí osudem Ukrajiny;https://www.lidovky.cz/svet/kyrgyzstan-sovetske-ctvrti-a-ulice-prejmenovani-biskek-valka-na-ukrajine.A230102_133734_ln_zahranici_hma;2023-01-02;Další krok k patrné známce slábnutí vlivu Moskvy v jejích bývalých sovětských republikách přišel z Kyrgyzstánu. Předseda tamního parlamentu Nurlanbek Šakijev v listopadu vyzval k propagaci kyrgyzského jazyka a k přejmenování ulic a oblastí, které mají názvy ještě ze sovětské éry. Moskva zuří a považuje tuto výzvu za derusifikaci Biškeku.
lidovky.cz;Dubaj kvůli turistům škrtla extrémní daň z alkoholu, koupí ho už i bez licence;https://www.lidovky.cz/byznys/dubaj-alkohol-licence-spojene-arabske-emiraty-uvolneni.A230102_140845_ln_ekonomika_hma;2023-01-02;Zkušebně na rok zrušila Dubaj jakožto nejlidnatější a druhý největší emirát Spojených arabských emirátů (SAE) třicetiprocentní daň z alkoholu a vyžadovat přestala i poplatek za licenci nutnou k nákupu alkoholu v nákupních a turistických centrech. Krok má podle největších dodavatelů alkoholických nápojů v zemi podpořit hlavně odvětví turistiky.
lidovky.cz;HIMARS zasáhl jedním úderem stovky mobiků, hlásí Ukrajina. Na Kyjev útočily drony;https://www.lidovky.cz/svet/ukrajina-valka-na-ukrajine-rusko-vojaci-drony-boje.A230102_070346_ln_zahranici_hma;2023-01-02;Ruská armáda v noci na pondělí opět bezpilotními letouny ostřelovala Kyjev a jeho okolí, cílila znovu na kritickou infrastrukturu. Ukrajinská armáda pak na síti Telegram uvedla, že na Nový rok její útok raketomety HIMARS zabil ve městě Makijivka v Doněcké oblasti na 400 ruských vojáků. Za první den roku 2023 ruská armáda přišla celkem o 720 vojáků a 44 dronů, tvrdí Kyjev.
lidovky.cz;Neudělali jste čočku na Nový rok? Tady jsou recepty na čočkové hody podle šéfkuchaře Pavla Drdela;https://www.lidovky.cz/relax/dobra-chut/cocka-recept-novy-rok-penize-recept-sefkuchar-pavel-drdel.A230102_101134_dobra-chut_ape;2023-01-02;Žádný zajíc, husa, kachna nebo jiná drůbež. S těmi by nám mohlo štěstí uběhnout nebo uletět. Čočka je na Nový rok ta pravá – zajistí nejen štěstí, ale taky peníze a blahobyt, ale na čočku není nikdy pozdě. Recept Pavla Drdela jde tomu všemu naproti, jak jen je to možné: na jednom talíři čočku zapojuje hned třikrát.
lidovky.cz;Rusku hrozí, že bude kolonií sousední země, varoval Danilov. Neřekl které;https://www.lidovky.cz/svet/oleksij-danilov-rusko-kolonie-cina-valka-ukrajina.A230102_150005_ln_zahranici_hma;2023-01-02;Podle tajemníka ukrajinské Rady národní bezpečnosti a obrany Oleksije Danilova je možné, že se Ruská federace stane kolonií jisté sousední země, která má na ruském území vlastní zájmy. Danilov to řekl během nedělního přenosu v národní televizi. Zda upozorňoval na zájmy a vliv Číny, neupřesnil. Situaci tituloval jako varování pro celý svět.
lidovky.cz;Brazilci se loučí s Pelém, rakev mohli navštívit na stadionu Santosu;https://www.lidovky.cz/sport/fotbal/pele-louceni-rakev-ostatky-santos-stadion.A230102_141729_ln-sport-fotbal_hma;2023-01-02;V Brazílii začalo velkolepé loučení s legendárním fotbalistou Pelém, který zemřel ve čtvrtek v 82 letech. Rakev s ostatky jediného trojnásobného mistra světa byla v pondělí vystavena na stadionu FC Santos, s nímž slavný hráč spojil téměř celou kariéru. Možnosti vzdát Pelému hold využily tisíce fanoušků.
lidovky.cz;Dukovany a Temelín loni vyrobily rekordní množství elektřiny;https://www.lidovky.cz/byznys/dukovany-temelin-elektrina-vyroba-rekord.A230102_111834_ln_ekonomika_hma;2023-01-02;České jaderné elektrárny mají za sebou rekordní rok. Dukovany a Temelín do přenosové soustavy dodaly 31,02 terrawatthodiny (TWh) elektřiny, což je meziročně o skoro 300 000 megawatthodin (MWh) více. Letos se rekord nejspíš překonat nepodaří, firma kvůli plánovaným investicím do provozu očekává mírně nižší produkci.
lidovky.cz;Strojvůdci mají strach, říká šéf dopravce o útocích na Moldavskou dráhu. Nižší rychlostí už jet nemohou;https://www.lidovky.cz/domov/moldavska-draha-railway-capital-satava-utoky-koleje-kameny-zeleznice-vlaky.A230102_154036_ln_domov_rkj;2023-01-02;Železniční trať mezi Mostem a Moldavou čelí od nového jízdního řádu a s tím spojené změně dopravce útokům. Koleje někdo namazal olejem, pak na ně nastražil kameny. „Myslím, že počínání takového člověka je třeba hledat v duševní diagnóze. Nechápu to,“ říká Jan Šatava, majitel nového dopravce Railway Capital, který nahradil České dráhy.
lidovky.cz;2023: potřebuje více Ukrajina svobodu, nebo svět stabilitu?;https://www.lidovky.cz/nazory/2023-vyhled-ukrajina-jungmann-cesko-alois-rasin.A230102_154726_ln_nazory_atv;2023-01-02;Platí stále Jungmannovo, že Čech je ten, kdo mluví česky? Byla smrt Aloise Rašína posledním atentátem na státníka ve funkci u nás?
lidovky.cz;EU je nedokonalou kopií Sovětského svazu, řekl Bašta ruské agentuře;https://www.lidovky.cz/domov/basta-spd-evropska-unie-sovetsky-svaz-eu-sssr-volby-prezident.A230102_155820_ln_domov_rkj;2023-01-02;Poslanec SPD a kandidát na prezidenta Jaroslav Bašta označil Evropskou unii za nedokonalou kopii někdejšího Sovětského svazu. Evropský parlament je přímou obdobou Nejvyššího sovětu SSSR, Evropská komise se svými komisaři je ekvivalentem politbyra Ústředního výboru Komunistické strany Sovětského svazu, citovala českého politika agentura Ria Novosti.
lidovky.cz;Navrátilová znovu bojuje s rakovinou: Dvojí pohroma, ale dá se zvládnout;https://www.lidovky.cz/sport/ostatni-sporty/martina-navratilova-rakovina-zprava.A230102_160815_ln-sport-ostatni_rkj;2023-01-02;Tenisová legenda Martina Navrátilová v pondělí oznámila, že jí lékaři diagnostikovali rakovinu prvního stupně hrtanu a prsu. „Tahle dvojí pohroma je vážná, ale dá se zvládnout,“ věří 66letá rodačka z Prahy. Zákeřnou nemoc už jednou překonala - před třinácti lety.
lidovky.cz;Půl milionu Čechů se léčí konopím. Ale jen 4601 z nich „legálně“ na předpis;https://www.lidovky.cz/domov/konopi-lecba-marihuana-na-predpis-lekari-krece-bolesti.A230102_131636_ln_domov_atv;2023-01-02;Léčba konopím může pomáhat proti řadě zdravotních problémů. Ne vždy se ale k látce dostávají Češi „správnou“ cestou a ne vždy za to mohou oni sami, problémem jsou špatně nastavená pravidla.
lidovky.cz;Rozhodnou volby, řekl Pavel k prvnímu místu v průzkumu. Nerudová čeká vyrovnaný souboj;https://www.lidovky.cz/domov/pruzkum-volby-prezident-kandidati-pavel-nerudova-babis.A230102_170346_ln_domov_rkj;2023-01-02;Nejnovější výsledky volebních preferencí agentury Median pro MF DNES, v nichž těsně vede bývalý vysoký představitel české armády a NATO Petr Pavel proti expremiérovi Andreji Babišovi, předznamenávají podle bývalé rektorky Mendelovy univerzity v Brně Danuše Nerudové vyrovnaný souboj těchto tří favoritů. I Pavel výsledky průzkumu hodnotí střídmě, důležité jsou volby samotné.
lidovky.cz;Kyjev se bojí „druhé invaze“. Naplní se prosincová předpověď generála o 200tisícové armádě?;https://www.lidovky.cz/svet/ukrajinci-strach-druha-invaze-general-valerij-zaluznyj-vladimir-putin-kyjev-200-tisic-muzu.A230102_171727_ln_zahranici_lros;2023-01-02;Ruští okupanti zostřují svůj válečný tlak proti Kyjevu. V noci na pondělí znovu zaútočili bezpilotními letouny na energetickou infrastrukturu přímo v ukrajinském hlavním městě a jeho okolí. Kvůli tomu došlo v metropoli na čas k přerušení dodávek elektřiny a tepla.
lidovky.cz;Měl jsi moc hezký projev, řekl prezident Zeman Fialovi před novoročním obědem;https://www.lidovky.cz/domov/zeman-fiala-novorocni-obed-lany-vecere-premieru-samostatne-ceske-republik.A230102_130553_ln_domov_hma;2023-01-02;Na zámek do Lán se v pondělí za prezidentem Milošem Zemanem vypravil premiér Petra Fiala. „Milý Petře, měl jsi moc hezký projev,“ přivítal Zeman předsedu vlády. „Vše dobré v novém roce,“ popřál naopak prezidentovi Fiala. Tradičního novoročního oběda špiček státu se zúčastnily i manželky obou politiků – Ivana Zemanová a Jana Fialová.
lidovky.cz;Je brazilská noční můra pryč? Lulův historický návrat budí velká očekávání, experti ale brzdí nadšení;https://www.lidovky.cz/svet/lula-navrat-inaugurace-brazilie-novy-prezident-experti.A230102_173127_ln_zahranici_atv;2023-01-02;Prezidentského úřadu v Brazílii se znovu chopil pragmatický levicový Luiz Inácio Lula da Silva. Do něj vkládané naděje někteří odborníci tlumí. Končící Jair Bolsonaro se – navzdory zvyklostem – inaugurace v hlavním městě Brasília nezúčastnil.
lidovky.cz;Napříč žánry severské kinematografie. Festival Scandi zahájí snímek Emigranti;https://www.lidovky.cz/orientace/kultura/scandi-filmovy-festival-severskeho-filmu-edison-kino-europe-film-emigranti.A230102_135639_ln_kultura_ape;2023-01-02;Již podeváté se uskuteční přehlídka současného severského filmu. Festival SCANDI představí aktuální filmy z Dánska, Švédska, Norska, Finska a Islandu.
lidovky.cz;Ruský svět. Putinův novoroční projev bere naději na mír;https://www.lidovky.cz/nazory/rusky-svet-vladimir-putin-novorocni-projev-nadeje-na-mir.A230102_162815_ln_nazory_lros;2023-01-02;Zatímco novoroční projev ruského prezidenta Vladimira Putina minulý rok obsahoval poznámku, že konec roku bývá plný veselých myšlenek a dobré nálady, toto letos v jeho projevu chybělo.
lidovky.cz;Dlouho chyběly indicie, zda jsou pohřešovaní matka s dítětem v Krkonoších, říká náčelník horské služby;https://www.lidovky.cz/domov/patrani-matka-syn-krkonose-pec-horska-sluzba-mrtvi-rozhovor-cingr.A230102_180911_ln_domov_rkj;2023-01-02;Po třech dnech skončilo v Krkonoších náročné pátrání po pohřešované matce s tříletým synem. Záchranáři horské služby je objevili již mrtvé. Podle náčelníka Pavla Cingra bylo největší komplikací, že se dlouho nedařilo zpřesnit místo pátrání. „Až když policie získala indicie z kamer, už se dalo trošku lépe určit místo kde hledat,“ říká.
lidovky.cz;Loprais na Dakaru vyhrál druhou etapu a vede, Prokopovi patří sedmé místo;https://www.lidovky.cz/sport/ostatni-sporty/rallye-dakar-2-etapa.A230102_183314_ln-sport-ostatni_rkj;2023-01-02;Aleš Loprais vyhrál druhou etapu Rallye Dakar a dostal se do čela kategorie kamionů. Předstihl i dosavadního lídra Martina Macíka, jenž kvůli technickým problémům ztratil více než hodinu. Martin Prokop zajel osmý čas v kategorii automobilů a průběžně je sedmý. Nejlepším českým motocyklistou je i nadále Martin Michek, jenž se posunul na 18. místo.
lidovky.cz;Podpalování aut, vrhání pyrotechniky na hasiče. Pocovidový silvestr v Berlíně připomínal občanskou válku;https://www.lidovky.cz/svet/nemecko-berlin-silvestr-novy-rok-oslavy-dav-alkohol-drogy-nasili-obcanska-valka.A230102_172857_ln_zahranici_rkj;2023-01-02;Hořící hasičská auta, barikády bránící příjezdu záchranářů a hasičů či odstřelování dělbuchů přímo do jejich tváří. I takovou podobu měl závěr roku v největším německém městě.
lidovky.cz;Fiala hostil české premiéry. U jednoho stolu se sešli velcí političtí soupeři;https://www.lidovky.cz/domov/fiala-premier-premieri-byvali-babis-topolanek-vlada-partnerky.A230102_175915_ln_domov_rkj;2023-01-02;V Kramářově vile se u jednoho stolu na večeři sešli velcí političtí soupeři z posledních třiceti let. Expremiér Mirek Topolánek za ODS i jeho rival Jiří Paroubek z ČSSD, premiér Petr Fiala z ODS i jeho předchůdce a šéf ANO Andrej Babiš, i bývalí premiéři Vladimír Špidla a dnešní prezident Miloš Zeman, kteří byli rivaly, ač z jedné politické strany.
lidovky.cz;Tři favority prezidentská volba nikdy neměla, říká šéf agentury Median. Podle čeho se rozhodnou váhající voliči?;https://www.lidovky.cz/domov/prezidentske-volby-prazsky-hrad-kampan-babis-nerudova-pavel-median-pruzkum-rozhodnuti-premysl-cech-s.A230102_165949_ln_domov_rkj;2023-01-02;Prezidentské klání jde do finiše, přesto více než třetina voličů váhá, koho na Hrad vyslat. Jasno nemají hlavně ti, kteří nechtějí za prezidenta Andreje Babiše. „Jsou v ohni rozpolcení, jestli mají podpořit Petra Pavla, nebo Danuši Nerudovou,“ říká Přemysl Čech, ředitel agentury Median.
lidovky.cz;Europarlament chce odebrat imunitu dvěma poslancům, figurují v kauze Qatargate;https://www.lidovky.cz/svet/evropsky-parlament-qatargate-marc-tarabella-andrea-cozzolino-korupce-imunita.A230102_202334_ln_zahranici_rkj;2023-01-02;Evropský parlament (EP) zahájil „urgentní procedury“ s cílem zbavit imunity dvojici poslanců, oznámila v pondělí předsedkyně EP Roberta Metsolaová. Rozhodnutí údajně souvisí s vyšetřováním zahraničního vlivu na rozhodování instituce. Podle Metsolaové podnikl EP tyto kroky na žádost belgických úřadů, které se zabývají korupčním skandálem Qatargate.
lidovky.cz;Do Vatikánu míří tisíce lidí, loučí se se zesnulým emeritním papežem;https://www.lidovky.cz/svet/vatikan-benedikt-xvi-emeritni-papez-rakev-pohreb-rozlouceni.A230102_102131_ln_zahranici_hma;2023-01-02;Desítky tisíc věřících se dnes přišly do vatikánské Svatopetrské baziliky rozloučit se zesnulým emeritním papežem Benediktem XVI. Již od časných ranních hodin se před vstupem do hlavního vatikánského chrámu vytvořila dlouhá fronta. Když se ale dveře baziliky uzavřely, Vatikán oznámil, že dorazilo až 65 tisíc osob.
lidovky.cz;Dozvěděla jsem se, jak do rauše díky THC. Než to zkusím, musím zjistit, jak se z něj pak dostat;https://www.lidovky.cz/nazory/raus-konopi-cbd-thc-posledni-slovo-kvackova.A230102_164419_ln_nazory_atv;2023-01-02;Naše maminka měla takovou teorii, že před koncem roku se vždycky něco stane. Bude hořet, někdo umře nebo si aspoň zlomí nohu.
lidovky.cz;Návod, jak v domácnosti ušetřit na energiích. Poradíme, jak si spočítat zálohy a snížit účty;https://www.lidovky.cz/serialy/novinky-2023-energie-zalohy-zastropovane-ceny-elektriny.A230102_092429_ln_specialy_ape;2023-01-03;Státem zastropované ceny elektřiny a zemního plynu platí automaticky pro každého po celý letošní rok. Drtivá většina domácností již v současnosti ví, kolik má nově za energie platit, dodavatelé totiž měli povinnost jim v souladu se zastropováním nahlásit novou výši záloh. Zálohy je přesto vhodné zkontrolovat, mohlo totiž dojít k chybě.
lidovky.cz;Malířka Jitka Válová v dokumentu svého druhu. Něžné sprosťačení i banality všedního dne;https://www.lidovky.cz/orientace/kultura/marcela-pechackova-jitka-valova-kveta-valova-malirka-kniha-torst.A230102_130620_ln_kultura_ape;2023-01-03;Knihu Marcely Pecháčkové Byly jsme dvě malý hovna ve vysoký trávě tvoří deset rozhovorů s malířkou Jitkou Válovou, která zemřela v roce 2011. V knize je „přítomná“ i Květa, její dvojče a rovněž malířka, která odešla již v roce 1998. Součástí publikace jsou dokumenty z archivu umělkyně od fotografií až po deníkové záznamy.
lidovky.cz;Koná se Pelého pohřeb, Británii postihne stávka železničářů a začne se řešit převzetí firmy Activision Blizzard;https://www.lidovky.cz/briefing/pele-ptaci-chripka-stavka-britanie-pohreb-benedikt-xvi-kongres-usa-microsoft-activision-blizzard.A230102_161712_ln_briefing_rkj;2023-01-03;RANNÍ BRIEFING. Editoři serveru Lidovky.cz pro vás připravili přehled nejočekávanějších událostí dne. Co se bude dít?
lidovky.cz;Pohřeb nesmrtelného. Pelého legenda se neopírá jen o počet gólů;https://www.lidovky.cz/nazory/petracek-nazor-pohreb-nesmrtelneho-peleho-legenda-se-neopira-jen-o-pocet-golu.A230102_162715_ln_nazory_rkj;2023-01-03;Mnozí poměřují hodnotu (kvalitu) toho či onoho počtem „lajků“ na sociálních sítích. Kultura „clickbaitů“ vypovídá o naší společnosti a době více, než je milé. Ale ještě přežívají rituály skýtající jiný obraz – například pohřby. Statisíce lidí, kteří osobně sledovali pohřební průvod královny Alžběty, vypovídají o tom, že i v době IT má váhu autentický prožitek. A dnes uvidíme, kolik lidí si takto cení nejlepšího fotbalisty všech dob – Pelého.
lidovky.cz;Víme, kde zoufale chybějí zubaři a spol. Jako motivaci mohou dostat víc než milion a byt;https://www.lidovky.cz/domov/lekar-doktor-nedostatek-regiony-pobidky-stipendia-hustopece-zdenek-kabatek-vzp.A230102_165234_ln_domov_lros;2023-01-03;Ordinuj v rodné vsi a dáme ti milion. Tak se dá shrnout plán Všeobecné zdravotní pojišťovny, jak do venkovských regionů přilákat mladé lékaře. Nedostatek praktiků, stomatologů i pediatrů hlásí hlavně příhraničí a další málo obydlené oblasti. Odtud také pochází nejméně studentů vysokých škol, včetně lékařských. Změnit to mají stipendia pro mediky, kteří se zavážou, že se po studiích vrátí domů.
lidovky.cz;Pavel by si za kancléřku vybral Vohralíkovou ze Senátu. Je zkušená, řekl;https://www.lidovky.cz/domov/petr-pavel-prezidentske-volby-vedouci-kancelare-jana-vohralikova.A230103_064945_ln_domov_hma;2023-01-03;Kandidát na prezidenta Petr Pavel by si v případě svého vítězství v lednových prezidentských volbách vybral za svou kancléřku nynější vedoucí kanceláře Senátu Janu Vohralíkovou. Média upozorňují, že je spojená s vyšetřováním zakázek v horní komoře Parlamentu i obviněným Petrem Hlubučkem.
lidovky.cz;Česko - Švýcarsko 9:1. Junioři po kanonádě slaví pohodový postup do semifinále;https://www.lidovky.cz/sport/hokej/cesko-svycarsko-ms-junioru-ctvrtfinale-zpravodajstvi-online.A230102_210550_ln-sport-hokej_rkj;2023-01-03;Jedna kaňka, jinak další precizní výkon českých hokejistů na mistrovství světa do 20 let. Junioři ve čtvrtfinále už v první minutě prohrávali, následně ale devíti brankami Švýcary zcela rozebrali a s přehledem postupují do semifinále, ve kterém vyzvou ve středu od 20:30 výběr Švédska. Čtyřmi body se blýskl Kulich, po dvou gólech přidali také Marcel a Szturc.
lidovky.cz;Na Jesenicku naměřili 18,7 stupně, ale zima se vrátí. V půli ledna;https://www.lidovky.cz/domov/pocasi-teplotni-rekordy-cesko-jesenicko.A230103_074647_ln_domov_hma;2023-01-03;Také v pondělí padaly v Česku teplotní rekordy. Nové maximum pro druhý lednový den bylo překonáno, nebo dorovnáno na 90 ze 162 stanic měřících alespoň 30 let. Nejtepleji bylo ve Zlatých Horách na Jesenicku, kde naměřili 18,7 stupně Celsia, uvedl Český hydrometeorologický ústav (ČHMÚ). Podle předpovědi má být nejteplejší tento týden, poté se má ochladit.
lidovky.cz;Ukrajinci se chlubí zásahem 500 vojáků naráz, Rusové zničením dronu u Krymu;https://www.lidovky.cz/svet/rusko-krym-sevastopol-bezpilotni-letoun-ukrajina.A230103_070906_ln_zahranici_hma;2023-01-03;Ukrajinská armáda před několika dny zasáhla soustředění sil nepřítele u vsi Čulakivka v Chersonské oblasti na jihu země, téměř 500 ruských vojáků bylo zraněno či zabito, oznámil v úterý ukrajinský generální štáb. Ruské síly tvrdí, že u Sevastopolu na okupovaném Krymském poloostrově sestřelily alespoň jeden bezpilotní letoun.
lidovky.cz;Snímky Arvéd, Banger a Il Boemo vedou nominace na Ceny filmové kritiky;https://www.lidovky.cz/orientace/kultura/ceny-filmove-kritiky-2022-nominace.A230103_092136_ln_kultura_hma;2023-01-03;Po čtyřech nominacích na Ceny české filmové kritiky mají snímky Arvéd, Banger a Il Boemo. Nominace získalo 17 děl promítaných loni v kinech i televizních projektů a krátkých filmů, kritici je vybírali ze 75 děl. Nominace oznámilo pořádající Sdružení české filmové kritiky, které vítěze letošního ročníku vyhlásí 4. února.
lidovky.cz;Soud s Ferim začne na sv. Valentýna. Čelí žalobě ze dvou znásilnění a pokusu;https://www.lidovky.cz/domov/dominik-feri-soud-znasilneni-praha-3-pokus.A230103_100956_ln_domov_hma;2023-01-03;Soud s bývalým poslancem TOP 09 Dominikem Ferim, který čelí obžalobě ze dvou znásilnění a jednoho pokusu o tento trestný čin, začne v polovině února u obvodního soudu v Praze 3. Bývalému politikovi hrozí až deset let vězení. Vinu dlouhodobě odmítá.
lidovky.cz;Přestali se na nás dívat jako na Maďary, řekl Bek k růstu české prestiže;https://www.lidovky.cz/domov/ceske-predsednictvi-v-rade-eu-hodnoceni-petr-fiala-mikulas-bek.A230103_100311_ln_domov_hma;2023-01-03;S koncem roku 2022 skončilo po půl roce i české předsednictví v Radě EU. Podle premiéra Petra Fialy naučilo Českou republiku, jak v Evropské unii hájit své zájmy a pomohlo zemi zlepšit si svou reputaci. Podle ministra pro evropské záležitosti Mikuláše Beka se růst prestiže Česka projevil například tím, že v Bruselu ho přestali srovnávat s Maďarskem.
